pid,mji_cat,fav,label,primary_subject,secondary_subjects,link,link_2,desription,online_access,primary_lang,last_check,physical_loc,order,layout,collection,thumbnail,full
mji109,rec_music,,The Archive of Contemporary Music,Recorded Music,,https://arcmusic.org/,https://archive.org/details/archiveofcontemporarymusic,"The ARChive of Contemporary Music (ARC) is a not-for-profit archive, music library and research center located in New York City since 1985. ARC contains more than three million sound recordings. They preserve copies of each version of every recording, in all known formats, and have electronically catalogued more than 400,000 sound recordings and digitized 200,000 with their partners the Internet Archive – more than any other public, university or private library in America. ARC also houses more than three million pieces of attendant support material including photographs, videos, DVDs, books, magazines, press kits, sheet music, ephemera and memorabilia. The ARC website features extensive catalogues of its holdings while the Internet Archive holds over 200,000 digitized items primarily audio as well as text.

The ARChive website includes databases of catalogues including recordings, genres, books, instruments, and special collections. The Internet Archive contains digital copies of books and music from the ARChive. Some of the audio materials at the Internet Archive are limited in usage based on rights and some of the books are accessible via the IA’s lending system.","Partial, Catalogue",EN,"October, 2023","New York City, NY",108,mji_item,music_history,/img/derivatives/simple/mji109/thumbnail.jpg,/img/derivatives/simple/mji109/fullwidth.jpg
mji110,rec_music,,Sixtyeight2ohfive: a Playlist Project,Recorded Music,"Rock, Hip-Hop, Popular Music",https://www.68to05.com/,,"SixtyEight2OhFive is a playlist archive and essay series helmed by poet and author, Hanif Abdurraqib. The playlist project started as an exploration in defining the “family tree” of the music that has informed Abdurraqib’s musical influences spanning the years 1968 to 2005. SixtyEight2OhFive has an accompanying essay series where a wide range of writers and musicians discuss an album from the range of years that changed their lives. Each year’s page in the playlist archive provides a Spotify playlist, Abdurraqib’s favorite albums, a gallery of magazine covers, and videos of notable live performances.",Full,EN,"October, 2023",,109,mji_item,music_history,/img/derivatives/simple/mji110/thumbnail.jpg,/img/derivatives/simple/mji110/fullwidth.jpg
mji111,rock,,Lou Reed Archive,Rock,,https://archives.nypl.org/mus/24078,https://www.nypl.org/events/exhibitions/lou-reed,"The Lou Reed Archive documents the history of Reed's life as a musician, composer, poet, writer, photographer, and tai-chi student through his own extensive papers, photographs, recordings and other materials. The archive spans Reed's creative life—from his 1958 Freeport High School band, the Shades, to his final performances in 2013.",Catalogue only,EN,"October, 2023","New York City, NY",110,mji_item,music_history,/img/derivatives/simple/mji111/thumbnail.jpg,/img/derivatives/simple/mji111/fullwidth.jpg
mji112,rock,,Louisville Underground Music Archive,Rock,Louisville,https://library.louisville.edu/archives/luma,,"The Louisville Underground Music Archive (LUMA) Project began as a concerted effort in early 2013 to address the gap in the historical record related to independent/underground rock music culture in Louisville. The LUMA Project collects oral histories, show recordings, set lists, photographs, zines, posters, flyers, t-shirts, ephemera, correspondence, business records, and early web history related to the local rock/punk/indie/hardcore music scene. The LUMA digital collection consists of selected items from the LUMA Project. Starting with a full run (31 issues) of The Official Burt the Cat Fanclub Newsletter, items with clear copyright may be digitized and added to the LUMA digital collection as resources allow.",Catalogue only,EN,"October, 2023","Louisville, KY",111,mji_item,music_history,/img/derivatives/simple/mji112/thumbnail.jpg,/img/derivatives/simple/mji112/fullwidth.jpg
mji113,rock,,Nirvana Archive,Rock,,https://www.livenirvana.com/index.php,,"Fan-run archive collecting interviews, photographs, and demos of the band.",Full,EN,"October, 2023",,112,mji_item,music_history,/img/derivatives/simple/mji113/thumbnail.jpg,/img/derivatives/simple/mji113/fullwidth.jpg
mji114,rock,,Rock & Roll Hall of Fame Library & Archives,Rock,,https://www.rockhall.com/library,,"The Rock & Roll Hall of Fame Library & Archives collects, preserves, and provides access to the hall of fame collections to help visitors engage and teach with the materials. Library materials include books, periodicals, and physical releases, while the archives contain unique documents, graphic materials, and recordings (audio and video) from both bands and fans.","Partial, Catalogue",EN,"October, 2023","Cleveland, OH",113,mji_item,music_history,/img/derivatives/simple/mji114/thumbnail.jpg,/img/derivatives/simple/mji114/fullwidth.jpg
mji115,rock,,Rock’s Backpages,Rock,Music Publications,https://www.rocksbackpages.com/,,"Rock's Backpages is a comprehensive online database of pop music writing. It contains an ever-expanding collection of primary-source full-text articles from the music and mainstream press from the 1950s to the present day, along with a collection of exclusive audio interviews.","Catalogue, Subscription",EN,"October, 2023",,114,mji_item,music_history,/img/derivatives/simple/mji115/thumbnail.jpg,/img/derivatives/simple/mji115/fullwidth.jpg
mji116,rock,,Women of Rock Oral History Project,Rock,,http://www.womenofrock.org/#home,,"The Women of Rock Oral History Project is a collection of digital interviews and written transcripts housed at the Sophia Smith Collection at Smith College, documenting the lives and careers of women in rock music, focusing primarily on artists who have been left out of the popular rock narrative. Started in 2014, by Tanya Pearson, the collection now consists of over 40 interviews. The project’s main initiative is to construct a more comprehensive history of rock music by creating a well publicized, diverse and accessible collection of personal histories. The website includes full video interviews and transcripts are available via the Sophia Smith Collection.",Full,EN,"October, 2023",Massachussets,115,mji_item,music_history,/img/derivatives/simple/mji116/thumbnail.jpg,/img/derivatives/simple/mji116/fullwidth.jpg
mji117,soul_funk,Y,312 Soul,Soul,"Funk, House",https://www.312soul.com/,,"#312Soul began as a month-long exploration of Chicago’s Black music history from 1955 to 1990. Curated by O’Keefe Reinhard & Paul and Vince Lawrence, it’s now an ongoing project. The project explores the years 1955 to 1990 and the songs and sounds that emanated from Chicago’s Southside. From the gospel-influenced Soul of late 50s and early 60s to the message songs of Curtis Mayfield and Cur-Tom Records; the powerful and ubiquitous “Horn Sound of Chicago” to the birth of the now global phenomenon known as House, the project presents untold stories and unsung stars who lived through each exciting era.",Full,EN,"October, 2023",,116,mji_item,music_history,/img/derivatives/simple/mji117/thumbnail.jpg,/img/derivatives/simple/mji117/fullwidth.jpg
mji118,experimental,,American Religious Sounds Project,Found Sounds,United States,https://religioussounds.osu.edu/,,"What does religion in the United States sound like? This question animates the American Religious Sounds Project (ARSP), a collaborative research initiative co-directed by Amy DeRogatis (Michigan State University) and Isaac Weiner (Ohio State University), which aims to offer new resources for documenting and interpreting the diversity of American religious life by attending to its varied sonic cultures. To date, the Project has centered on: (1) the construction of a unique sonic archive, documenting the diversity of everyday religious life through newly produced field recordings, interviews, oral histories, and related materials; and (2) the development of a digital platform and website, which draws on materials in our archive to engage users in telling new stories about religious diversity in the U.S.",Full,EN,"October, 2023",,117,mji_item,music_history,/img/derivatives/simple/mji118/thumbnail.jpg,/img/derivatives/simple/mji118/fullwidth.jpg
mji119,experimental,,British Library Sound Archive,Found Sounds,"Recorded Music, United Kingdom",https://sounds.bl.uk/,,"Selections from the British Library’s extensive collections of unique sound recordings, which come from all over the world and cover the entire range of recorded sound: music, drama and literature, oral history, wildlife and environmental sounds.",Full,EN,"October, 2023. NB: As of this date the National Library website is partially offline due to ongoing technical difficulties.","London, England",118,mji_item,music_history,/img/derivatives/simple/mji119/thumbnail.jpg,/img/derivatives/simple/mji119/fullwidth.jpg
